teamAbbr,teamEFG%,teamTO%,teamOREB%,teamFTA,teamFGA,opptEFG%,opptTO%,opptOREB%,opptFTA,opptFGA,teamRslt
NOP,0.495,10.1,26.4,21,97,0.544,8.9,21.7,27,91,Loss
MIL,0.569,6.3,17.8,23,94,0.686,10.4,25.7,21,94,Loss
UTA,0.522,12.1,28.9,24,91,0.545,9.2,20.5,25,88,Loss
HOU,0.6,11.8,16.7,28,85,0.609,7.7,24.5,35,92,Loss
DEN,0.572,15.3,22.7,26,83,0.522,14.6,34.9,20,91,Win
MIN,0.531,12.3,21.6,21,98,0.533,24.5,15.4,26,75,Win
MIA,0.691,13.4,17.1,22,81,0.625,10.3,7.5,17,88,Win
LAC,0.571,15.2,25.7,26,78,0.465,12.1,18.4,19,86,Win
BRK,0.539,6.5,27.1,25,89,0.5,8.1,20.8,14,96,Win
PHI,0.483,10.6,11.6,14,87,0.53,12.6,18.9,16,83,Loss
DAL,0.489,11.1,27.7,19,88,0.663,9.4,31.3,16,89,Loss
ORL,0.468,10.5,17.9,20,94,0.465,7.4,28.8,27,101,Loss
PHO,0.62,10.2,17.6,20,79,0.553,7.2,28.6,20,95,Loss
NYK,0.448,8.5,11.4,23,87,0.483,15.6,28,19,89,Loss
OKC,0.518,15.7,20.9,28,84,0.622,13.7,14.3,19,86,Loss
WAS,0.495,6,17,19,101,0.57,12.5,17.5,28,86,Loss
SAS,0.465,6.6,28.6,27,101,0.684,10.8,9.1,27,79,Loss
BOS,0.416,6.1,21.3,14,101,0.5,14,17.5,27,80,Loss
NOP,0.454,10.4,22,38,87,0.568,7.1,21.4,20,96,Loss
POR,0.511,4.8,19.1,17,91,0.482,9.6,33.3,21,85,Win
HOU,0.612,13.4,19.5,27,85,0.61,9.8,19.5,22,91,Loss
LAC,0.673,17.2,18.2,16,75,0.446,9.8,17.4,19,84,Win
MIL,0.633,10,26.3,31,94,0.55,5.7,22.6,15,110,Win
ORL,0.441,12.2,30.2,15,94,0.511,6.3,25.5,24,94,Loss
PHI,0.506,12.1,20,20,78,0.586,18.1,40.5,11,81,Loss
SAS,0.451,8.3,19.1,19,91,0.488,9.6,20.8,18,86,Loss
TOR,0.511,8.4,14,18,90,0.645,17.1,24.2,10,83,Loss
SAC,0.526,8.9,26.5,14,96,0.561,15.5,35.3,18,90,Loss
DEN,0.542,10.6,30.4,11,96,0.525,13.8,22,32,80,Win
POR,0.636,12.8,3,18,81,0.54,10,23.8,26,88,Loss
CLE,0.524,15.4,16.7,21,84,0.5,8.7,24.5,37,89,Loss
DEN,0.541,10.7,22,14,86,0.446,8.8,18.4,23,83,Win
UTA,0.5,9.7,32.7,21,93,0.464,14.1,21.7,16,84,Win
ORL,0.458,12,21.7,28,83,0.559,7.3,22.7,19,93,Loss
TOR,0.571,10.6,11.4,17,85,0.528,7.5,21.6,21,90,Loss
LAC,0.543,11.5,17.5,15,93,0.616,13.6,22.2,22,86,Loss
SAC,0.438,8.5,25.9,27,96,0.506,11.6,17.6,35,84,Loss
NOP,0.52,7.5,24,28,99,0.58,9.9,17,30,87,Loss
CHI,0.403,7.9,30.2,17,98,0.552,8.8,19.5,15,87,Loss
LAL,0.541,11.3,27.5,36,86,0.567,11.8,19,19,89,Win
CHO,0.446,6.6,25.9,24,102,0.602,8.7,16.3,15,88,Loss
BOS,0.579,12,22.5,18,95,0.437,9.8,36.4,34,95,Win
PHO,0.633,8.8,17.1,22,94,0.466,14,14.9,24,88,Win
MIA,0.531,10,17.3,8,96,0.61,10.2,14.7,24,86,Loss
BOS,0.471,11.5,19.6,15,86,0.513,10.3,9.8,19,79,Loss
IND,0.584,11.2,23.8,18,95,0.464,9.9,30.2,29,97,Win
CHO,0.468,9.5,18.9,24,94,0.538,12.3,23.8,21,91,Loss
PHO,0.572,7,22.2,4,104,0.546,8.6,22.4,19,98,Win
MEM,0.467,10.7,26.1,19,92,0.584,17.3,30.8,18,83,Loss
HOU,0.435,13,19.6,20,92,0.583,11.4,25.6,26,90,Loss
CLE,0.518,12.4,25,31,85,0.663,11.7,10.5,17,83,Loss
ORL,0.539,14.5,22,41,76,0.59,9.6,19.1,23,94,Loss
MIA,0.637,9.7,18.8,20,84,0.529,14.3,17.5,22,86,Win
MIL,0.489,9.6,21.3,32,90,0.598,14.4,20.5,19,87,Loss
DAL,0.571,13.8,28.9,20,91,0.639,8.2,28.9,25,90,Loss
LAL,0.526,8.1,17,15,96,0.532,19.4,19,21,78,Win
LAC,0.472,2.6,28.6,15,106,0.574,12.9,33.3,16,94,Loss
DEN,0.52,5.4,20,15,98,0.632,11.7,29.7,26,87,Loss
UTA,0.581,14.2,20.9,25,86,0.517,11.3,10.9,10,90,Win
CHO,0.521,11.8,14.3,25,94,0.629,12.5,29.3,15,105,Loss
WAS,0.451,13,27.1,20,92,0.474,8.3,28,32,96,Loss
SAS,0.392,6.9,25,24,97,0.483,8.2,21.6,24,90,Loss
GSW,0.536,18.2,20,15,83,0.462,9.7,26,25,91,Loss
IND,0.485,11.4,16.7,21,100,0.656,12.6,18.4,26,93,Loss
MEM,0.485,10.6,30.2,26,98,0.511,17,26.2,20,94,Win
MIA,0.465,13.7,19.7,19,99,0.464,13.3,27.8,33,96,Loss
DAL,0.612,12.1,27.8,26,76,0.506,5,28.9,24,84,Win
BOS,0.435,11.2,23.4,26,84,0.464,10.2,32.6,29,84,Loss
POR,0.577,5.7,21.3,19,91,0.565,7.7,27.5,8,93,Win
WAS,0.602,13.7,20.6,15,88,0.548,9.3,27.7,33,93,Loss
LAL,0.48,13.7,24.4,28,76,0.517,13.3,41,12,86,Loss
ATL,0.533,5.9,16.3,12,90,0.5,9.9,27.1,15,94,Win
MEM,0.485,7.6,29.6,21,100,0.494,12.8,31.6,33,81,Win
MIA,0.451,10.1,18.4,35,82,0.606,12.7,43.8,20,94,Loss
POR,0.589,19.8,28.6,28,73,0.605,10.8,25,30,86,Loss
BOS,0.489,12.8,30.6,23,92,0.619,12.5,30,22,88,Loss
LAL,0.513,7,22.9,31,80,0.521,13.4,11.4,30,71,Win
DAL,0.695,10.6,11.8,24,82,0.613,12.3,23.1,20,84,Win
WAS,0.413,11,26,30,92,0.608,10.2,22.9,19,88,Loss
ATL,0.44,12.2,12.8,22,84,0.447,8.8,27.1,23,94,Loss
MEM,0.588,9.8,23.1,38,85,0.65,10.4,33.3,31,90,Loss
MIL,0.556,13.4,22.2,18,89,0.429,14.2,13.5,13,85,Win
PHO,0.494,15.9,18.2,18,82,0.483,16.8,35.7,30,86,Loss
DEN,0.583,11.9,27.9,27,84,0.52,6.2,29.8,13,100,Win
NYK,0.414,10.5,25.5,30,81,0.617,11.5,11.1,8,81,Loss
BRK,0.548,8.4,23.3,31,84,0.596,11.6,32.5,23,89,Loss
LAC,0.664,9.7,25.9,18,76,0.558,7.8,28.9,18,86,Win
MIL,0.53,9.3,31.9,18,99,0.5,11,16.3,14,91,Win
DEN,0.41,6.3,25.9,22,94,0.571,5.9,10.8,25,84,Loss
PHI,0.684,13.5,20,20,87,0.438,7,22.8,25,96,Win
UTA,0.611,12.3,17.1,27,81,0.495,7.8,30.8,14,100,Win
NYK,0.475,9,13.3,23,81,0.53,9.6,21.4,28,82,Loss
PHO,0.494,9.6,18,21,85,0.475,14.3,18.4,21,81,Win
BRK,0.675,8.6,28.1,30,83,0.524,8.9,28.9,42,84,Win
LAC,0.565,11.1,22.5,25,77,0.376,7.5,18.5,22,89,Win
PHI,0.479,9,21.4,34,96,0.506,10.9,26.5,42,88,Loss
UTA,0.559,10.2,16.7,28,85,0.522,8.2,16.7,20,92,Win
BOS,0.495,9.7,28.9,23,92,0.601,7.8,18.4,25,84,Loss
POR,0.558,10.8,20.4,29,103,0.577,8.5,27.1,32,104,Loss
LAL,0.417,14.6,18.5,21,84,0.532,3.7,6.8,21,94,Loss
WAS,0.544,13.8,17.9,33,79,0.565,7.2,20.5,43,84,Loss
ATL,0.477,10.1,31.1,26,87,0.451,15.1,29.2,18,82,Win
MEM,0.537,12.4,16.7,9,95,0.605,12.3,26.2,12,95,Loss
DAL,0.494,7.6,22.9,19,89,0.5,11.7,22.7,25,80,Win
DEN,0.599,10.9,25.6,27,86,0.601,15.3,21.6,22,79,Win
PHO,0.63,12.7,25,22,73,0.473,6.7,24.4,16,91,Win
LAC,0.532,12.7,15,28,77,0.478,10.4,18.2,14,89,Win
MIL,0.475,11.3,26.8,19,101,0.546,7.3,12.2,9,98,Loss
ATL,0.628,13.6,8.3,21,86,0.61,16.3,20,35,82,Win
DAL,0.549,12.4,37.2,17,91,0.622,8,20.5,24,82,Loss
MIL,0.488,15.4,25,9,84,0.633,7.6,21.4,7,94,Loss
DEN,0.543,10.4,22.9,6,92,0.618,9.6,18.9,20,85,Loss
ATL,0.524,15.8,27.9,18,83,0.598,6.8,15.4,22,87,Loss
LAC,0.518,7.7,20.9,24,85,0.5,6.4,26.7,26,91,Loss
DEN,0.478,10,20,20,90,0.574,6.5,18.6,17,94,Loss
BRK,0.404,6.7,12.5,8,94,0.411,9.2,14,19,90,Loss
LAC,0.535,10.4,17.1,23,85,0.684,14.1,6.3,21,76,Loss
PHI,0.646,9.4,28.6,39,79,0.512,10.3,29.7,32,82,Win
PHO,0.605,11.8,12.5,20,81,0.484,12.1,34.6,16,95,Win
UTA,0.542,12.4,22.5,17,84,0.669,8.6,25.6,16,89,Loss
BRK,0.494,15.8,7.3,18,83,0.534,11,9.1,20,88,Loss
PHO,0.565,12.4,18.9,31,85,0.531,6.9,14.6,21,98,Win
PHI,0.5,11.3,17.8,21,85,0.426,3.5,20.3,21,101,Loss
UTA,0.539,11.1,19,26,77,0.565,9.6,24.4,38,77,Loss
MIL,0.572,11.7,10.5,17,83,0.597,9.3,6.1,25,77,Loss
ATL,0.512,10.2,21.3,28,85,0.553,14.1,18.9,38,75,Win
LAC,0.613,9.9,21.6,25,80,0.575,12.4,18.4,27,80,Win
BRK,0.5,15.5,20,14,81,0.494,12.1,33.3,28,82,Loss
PHI,0.473,9.6,26.4,23,93,0.467,10.5,17.8,24,92,Win
UTA,0.61,13.7,41,19,86,0.682,6.1,27,17,85,Loss
MIL,0.515,6.1,34,21,98,0.536,12,26.8,25,84,Win
LAC,0.568,8.6,21.7,17,88,0.624,7,19.4,9,89,Loss
ATL,0.488,9.5,12.8,32,81,0.481,15.7,15.6,25,80,Win
LAC,0.531,8.1,17.9,24,80,0.537,9.1,17.9,18,82,Loss
ATL,0.537,9.7,26.7,16,95,0.5,6.9,23.5,14,102,Win
PHO,0.444,9.5,21.2,13,90,0.524,10.6,23.8,24,82,Loss
ATL,0.47,17.5,18.4,17,82,0.599,12.7,37.2,16,96,Loss
PHO,0.384,12.8,32.1,21,86,0.355,9.3,26.3,32,83,Win
MIL,0.574,10.2,36.6,21,88,0.554,11.6,20.5,16,84,Win
LAC,0.607,9,5.6,15,84,0.506,13.1,15.6,20,84,Win
MIL,0.44,14,25.5,19,84,0.582,10.8,20.5,13,85,Loss
PHO,0.654,8.3,28.6,11,94,0.494,7.9,15.9,32,79,Win
ATL,0.539,12.5,28.3,19,90,0.553,7,34.1,25,95,Loss
MIL,0.556,12.5,28.6,21,89,0.478,13.5,27.7,23,92,Win
MIL,0.545,12,19.6,16,88,0.528,8.3,13.6,26,88,Loss
MIL,0.5,8,36,23,93,0.602,11.3,28.2,14,88,Loss
PHO,0.536,13.5,15,16,83,0.556,8.1,30.2,26,90,Loss
PHO,0.558,16.4,13.9,19,78,0.438,4.4,32.7,29,97,Loss
MIL,0.655,10.4,28.9,17,87,0.626,8,23.5,11,87,Win
PHO,0.477,12.9,12.5,19,86,0.488,16,26.2,29,82,Loss
